"","Non-religious","I waiver.","Roman Catholic","apatheist","Spiritual","Unitarian Universalist","Apatheist","Christian but no church affiliation","Buddhism","Agnostic","Not defined","atheism and agnosticism are not religions","Ignostic","Heathen","Buddhist Atheist, or something","Atheist","Hinduism","Spiritualism","Norse Pagan","Christianity","Islam","areligious","Pagan","Judaism","Neopagan","Spiritism","X-Treme Wiccan","None","Other"
21,1,1,1,1,1,1,1,1,2,60,1,1,1,1,1,108,2,1,1,24,2,1,2,3,1,1,1,3,2
