"","N/A","Fire Phone","BlackBerry OS","Unnamed proprietary ""dumbphone"" os","KaiOS","none","iOS","Lineage OS","Sailfish OS","Android","Other"
14,1,1,1,1,1,1,52,1,1,173,1
