"","Dropped out last year of Bachelor's","Trade apprenticeship","none lol","Associate degree","in High School","Highschool diploma or regional equivalent","PhD","Professional degree","Bachelors degree","Diploma","Masters degree","still studying for 2ndary diploma (lycée, baccalauréat)","Some College","MD","dropout","JD","Most of my masters work, but no degree","Other"
16,1,2,1,11,1,30,9,1,113,1,32,1,24,1,1,1,1,1
