"","N/A","Italian","Russian","Hebrew","German","Turkish","Swedish","several minor african & european languages, 9 altogether","Telugu","French","Arabic","Portuguese","Japanese, Swedish,","Indonesian","Esperanto","Tagalog","Finnish","Spanish","Hindi","Malay","mongolian","Norwegian","afrikaans","Polish","Romanian","Bulgarian","Mandarin Chinese","Japanese","Croatian","Bengali","Raised Catholic, now spiritual/atheist","Japanese, some very basic Hawaiian","Vietnamese","Danish","Czech","Dutch","Punjabi"
123,1,9,9,2,35,3,4,1,1,33,4,5,1,1,5,1,3,28,3,1,1,1,1,2,4,1,10,4,1,1,1,1,1,1,3,4,1
