"","Singapore","United States","Egypt","Malaysia","Portugal","Russia","Mongolia","Netherlands","Sweden","Austria","China","Brazil","Poland","Chile","Bulgaria","France","Romania","Philippines","Japan","United Kingdom","Switzerland","India","Spain","New Zealand","Canada","Czech Republic","Turkey","Finland","Taiwan","Denmark","Italy","Israel","Australia","Germany","Indonesia"
2,1,133,1,2,3,3,1,3,3,2,2,2,2,2,1,2,1,1,1,13,5,2,1,2,24,2,1,3,1,1,3,1,8,11,2
