"","Bisexual","Queer","Asexual","O-sexual","Pansexual (if this doesn't appear as its own column, file as Bisexual)","Homosexual","Pansexual","Heterosexual","still figuring that out","Demisexual Homoromantic","Demi","Other"
12,36,2,2,1,1,12,1,177,1,1,1,1
