"","Stay-at-home dad","Arts, Audio/Video Technology and Communication","Health Science","Architecture and Construction","Human Services","Transportation, Distribution and Logistics","Agriculture, Food and Natural Resources","Craftsperson","Retail","Law, Public Safety, Corrections and Security","Science, Technology, Engineering and Mathematics","Manufacturing","Business Management & Administration","Disabled","unemployed","Information Technology","Government and Public Administration","Hospitality and Tourism","Retired","Finance","Student","Just a job. A waste of my time for money.","Insurance","after-school cleaning job(s)","Software Engineering ","Marketing, Sales and Service","Education and Training","Other","Nurse","Long term unemployed"
14,1,12,3,1,1,2,1,1,1,5,53,6,1,1,2,62,4,3,4,2,48,1,1,1,1,4,8,2,1,1
